sii_id,codigo,fecha,corte,instancia,resumen
454,GR-08-00039-2012,2012-12-27,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 21 – Ley sobre Impuesto a la Renta – Artículo 31 N° 3
455,ES-08-00092-2015,2016-02-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Artículos 97 N° 10 del Código Tributario – Artículos 52, 53 y 55 de la Ley sobre Impuesto a las Ventas y Servicios"
457,08-00061-2011,2012-05-30,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 64
458,ES-06-00010-2013,2013-04-24,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,Código Tributario – Artículo 97 N° 10
459,51-2015,2015-07-14,Corte de Apelaciones,Corte de Apelaciones de Santiago,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 31 INCISO 1° NÚMERO 3 – CÓDIGO TRIBUTARIO – ARTÍCULO 21
461,GR-09-00007-2014,2014-01-06,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Magallanes y la Antártica Chilena,LEY 18.392 – ARTÍCULO 2
463,GR-08-00061-2012,2013-03-21,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 132 inciso 11 – Ley sobre Impuesto a las Ventas y Servicios – Artículo 23 N° 5 – Ley sobre Impuesto a la Renta – Artículo 35
475,GR-11-00051-2013,2014-01-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,ARTÍCULO 17 N° 4 DEL DL N° 824 - ARTÍCULO 51 DE LA LEY GENERAL DE COOPERATIVAS
479,GR-01-00020-2014,2015-03-13,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Arica y Parinacota,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 20
480,2-2013,2013-04-10,Corte de Apelaciones,Corte de Apelaciones de Valdivia,Ley sobre Impuesto a la Renta –Artículo 31 – Código Tributario – Artículo 21
483,GR-08-00032-2012,2012-09-02,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Código Tributario – Artículo 21 – Ley sobre Impuesto a la Renta – Artículos 14 letra A, 33 N° 1 y 54"
485,GS-07-00009-2012,2012-02-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Código Tributario – Artículo 97 N° 4 incisos 1° y 2°
486,ES-08-00013-2012,2012-03-07,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Código Tributario – Artículo 97 N° 10 – Ley sobre Impuesto a las Ventas y Servicios – Artículos 53 y 55 – Decreto Supremo N° 55, de 1977 – Artículo 69"
489,GR-12-00029-2014,2015-09-15,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,"ARTÍCULO 31, N° 3, 5 Y 6 DE LA LEY SOBRE IMPUESTO A LA RENTA"
498,ES-08-00056-2012,2012-09-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 97 N° 10 – Ley sobre Impuesto a las Ventas y Servicios – Artículos 53 y 54
504,105-2015,2015-07-23,Corte de Apelaciones,Corte de Apelaciones de Santiago,ARTÍCULO 64 DEL CÓDIGO TRIBUTARIO
506,GR-08-00032-2011,2012-01-23,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 21 – Ley sobre Impuesto a las Ventas y Servicios – Artículo 23 N°s 4 y 5 – Ley sobre Impuesto a la Renta – Artículo 30
507,GR-14-00179-2013,2014-02-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Valparaíso,ARTÍCULO 124 DEL CÓDIGO TRIBUTARIO
508,GR-14-00179-2014,2015-10-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Valparaíso,ARTÍCULO 126 N°2 Y 126 INCISO 2° DEL CÓDIGO TRIBUTARIO
509,266-2015,2016-01-26,Corte de Apelaciones,Corte de Apelaciones de Santiago,"ARTÍCULO 50 DE LA LEY N° 16.721 SOBRE IMPUESTO A LAS HERENCIAS, ASIGNACIONES Y DONACIONES – ARTÍCULOS 955 Y 956 DEL CÓDIGO CIVIL – ARTÍCULO 53 DEL CÓDIGO TRIBUTARIO"
513,24893-2014,2015-08-18,Corte Suprema,Corte Suprema,Plazo para reclamar- Antiguo artículo 124 inciso 3° del Código Tributario.
515,GR-11-00001-2015,2015-06-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 59
520,GR-08-00025-2012,2012-05-17,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Ley sobre Impuesto a las Ventas y Servicios – Artículo 2 Nos 1 y 3, Artículos 3°, 52 y 53"
525,GR-14-00025-2014,2015-07-02,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Valparaíso,ARTÍCULOS 11 INCISO 2° Y 41 DE LA LEY N° 19.880
528,6686-2013,2013-05-27,Corte Suprema,Corte Suprema,"ARTÍCULO 23 N° 5 LEY DE IMPUESTO A LAS VENTAS Y SERVICIOS - ARTÍCULO 21 Y 60 CÓDIGO TRIBUTARIO- ARTÍCULO 19, 1698 Y 1703 CÓDIGO CIVIL- ARTÍCULO 341, 342 Y 346 CÓDIGO DE PROCEDIMIEN"
532,GR-18-00053-2013,2015-01-29,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,CÓDIGO TRIBUTARIO – ARTÍCULO 132
534,GR-15-00337-2013,2014-07-07,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,"ARTÍCULO 24, INCISO 2° DEL ARTÍCULO 63 Y 64 DEL CÓDIGO TRIBUTARIO-ARTÍCULO 70 Y 71 DE LA LEY SOBRE IMPUESTO A LA RENTA"
539,7969-2009,2012-01-11,Corte Suprema,Corte Suprema,Código Tributario – Artículo 21
540,05-2013,2013-08-06,Corte de Apelaciones,Corte de Apelaciones de Santiago,Artículo 97 N° 6 del Código Tributario
548,20045-2016,2017-04-25,Corte Suprema,Corte Suprema,Vulneración de las normas reguladoras de la prueba – Artículo 132 del Código Tributario
553,GS-11-00003-2013,2013-04-19,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,Código Tributario – Artículo 97 N° 4 incisos 1° y 2°
556,8667-2009,2012-05-14,Corte Suprema,Corte Suprema,Código Tributario – Artículo 21 – Ley sobre Impuesto a las Ventas y Servicios – Artículo 23 N° 5
557,1-2013,2013-04-11,Corte de Apelaciones,Corte de Apelaciones de Puerto Montt,Código Tributario – Artículo 21
559,ES-06-000033-2011,2012-01-23,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,"Código Tributario – Artículos 97 N° 17, 107 N°s 1 y 4, Artículos 132 y 165 – Ley sobre Impuesto a las Ventas y Servicios – Artículo 55"
561,9-2017,2017-09-06,Corte de Apelaciones,Corte de Apelaciones de Valdivia,Apreciación de la prueba – Ultra petita – Artículo 768 N° 4 del Código de Procedimiento Civil – Artículo 132 inciso 14 del Código Tributario
563,GR-08-00025-2016,2016-11-02,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Crédito especial de empresas constructoras – Artículo 31 de la Ley sobre Impuesto a la Renta – Artículo 21 del D.L. N° 910, de 1975."
567,40622-2016,2018-01-15,Corte Suprema,Corte Suprema,Pagos Provisionales Mensuales – Artículo 97 de la Ley sobre Impuesto a la Renta – Artículo 21 del Código Tributario
572,GR-09-00003-2012,2012-02-28,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Magallanes y la Antártica Chilena,"Código Tributario – Artículos 24, 200 y 201 – Constitución Política de la República – Artículos 6° y 7°"
573,AB-18-00180-2013,2015-05-29,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,LEY 17.235 – ARTÍCULO 27
576,ES-06-00014-2013,2013-07-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,CÓDIGO TRIBUTARIO- ARTÍCULO 97 N° 10
585,GR-16-00067-2014,2015-12-23,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,ARTÍCULO 55 BIS DE LA LEY SOBRE IMPUESTO A LA RENTA
589,AB-12-00045-2013,2014-02-04,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,ARTÍCULO 149 N°2 DEL CÓDIGO TRIBUTARIO
590,21-2014,2015-04-24,Corte de Apelaciones,Corte de Apelaciones de Temuco,D.L. N° 701 – ARTÍCULO 14 INCISO SEGUNDO
600,AB-10-00099-2013,2014-02-27,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,ARTÍCULO 149 DEL CÓDIGO TRIBUTARIO Y ARTÍCULO 8° DE LA LEY N° 17.235 SOBRE IMPUESTO TERRITORIAL
604,69-2015,2015-07-10,Corte de Apelaciones,Corte de Apelaciones de Punta Arenas,CÓDIGO TRIBUTARIO – ARTÍCULO 97 N° 8 Y N° 9 – ARTÍCULO 162
606,98-2015,2015-07-30,Corte de Apelaciones,Corte de Apelaciones de Santiago,ARTÍCULO 21 Y 59 DEL CÓDIGO TRIBUTARIO.
607,5848-11,2012-12-03,Corte Suprema,Corte Suprema,"Ley sobre Impuesto a la Renta – Artículos 2 Nº 1, 42 Nº 1 y 2, 47 y 52"
610,ES-17-00013-2015,2015-07-14,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,CÓDIGO TRIBUTARIO – ARTÍCULO 97 N° 10
612,470-2012,2013-04-16,Corte Suprema,Corte Suprema,"Código Tributario - Artículo 21 - Ley sobre Impuesto a la Renta – Artículos 70 y 71 – Código Civil – Artículos 1698, 1708 y 1709"
618,3249-2012,2012-06-21,Corte Suprema,Corte Suprema,Código de Procedimiento Civil – Artículo 772
623,GR-10-00040-2012,2013-01-17,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,"Código Tributario – Artículos 24, 29 y 36 bis"
626,GR-11-00004-2012,2012-08-06,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,"Código Tributario – Artículos 21 y 132 – Ley sobre Impuesto a la Renta – Artículo 31 N° 1 – Código de Comercio – Artículos 507, 508, 509, 510 y 511"
636,GR-08-00028-2011,2012-01-24,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Código Tributario – Artículos 8 bis, 21, 24 y 69 – Ley sobre Impuesto a la Renta – Artículos 70 y 71"
637,GR-08-00028-2012,2012-10-30,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 21 – Ley sobre Impuesto a las Ventas y Servicios – Artículo 23 N° 5
641,8732-2014,2014-07-28,Corte Suprema,Corte Suprema,"ARTÍCULO 19 N° 3 Y 76 DE LA CONSTITUCIÓN POLÍTICA – ARTÍCULO 6 LETRA B N° 7, 115 Y 161 DEL CÓDIGO TRIBUTARIO – ARTÍCULO 41 DE LA LEY N° 18.575, ORGÁNICA CONSTITUCIONAL DE BASES GEN"
648,32-2012,2013-01-07,Corte de Apelaciones,Corte de Apelaciones de Temuco,Código Tributario – Artículo 97 N° 10
654,GR-10-00073-2012,2013-03-26,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Código Tributario – Artículos 21 y 127 – Ley sobre Impuesto a las Ventas y Servicios – Artículo 23 Nos 4 y 5
655,8361-2011,2012-03-14,Corte Suprema,Corte Suprema,Código Penal – Artículos 261 N° 2 y 262 N° 2
656,GR-10-00073-2015,2016-04-01,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Gastos necesarios para producir la renta – Artículo 31 de la Ley sobre Impuesto a la Renta
661,1391-2012,2013-04-29,Corte de Apelaciones,Corte de Apelaciones de Santiago,Código Tributario –Artículo 97 N° 10
667,14915-15,2015-09-21,Corte Suprema,Corte Suprema,ARTÍCULO 162 DEL CÓDIGO TRIBUTARIO
671,GR-08-00078-2012,2013-07-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,LEY SOBRE IMPUESTO A LAS VENTAS Y SERVICIOS- ARTÍCULO 23 N° 5
674,28924-2014,2015-03-23,Corte Suprema,Corte Suprema,CÓDIGO TRIBUTARIO – ARTÍCULO 97 N° 4 INCISO SEGUNDO
675,GR-08-00078-2014,2015-12-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Artículo 5° D.F.L. N° 2, de 1998, del Ministerio de Educación sobre Subvención del Estado a Establecimientos Educacionales – Artículo 17 y 21 del Código Tributario"
676,9687-2009,2012-05-18,Corte Suprema,Corte Suprema,Código Tributario – Artículo 200 – Ley N° 18.320 – Artículo único
678,1955-2013,2013-11-26,Corte Suprema,Corte Suprema,"ARTÍCULOS 21 DEL CÓDIGO TRIBUTARIO - ARTICULO 70 DE LA LEY DE IMPUESTO A LA RENTA - 57 Y 67 DE LA LEY 18.046 - ARTICULO19, 20 Y 22 DEL CÓDIGO CIVIL –"
680,GR-10-00090-2012,2013-06-12,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Código Tributario – Artículo 11
683,23765-2014,2015-09-17,Corte Suprema,Corte Suprema,INCISO 2° DEL ARTÍCULO 200 DEL CÓDIGO TRIBUTARIO
686,7-2015,2015-10-23,Corte de Apelaciones,Corte de Apelaciones de Coyhaique,ARTÍCULOS 41 Y 68 DE LA LEY SOBRE IMPUESTO A LA RENTA (VIGENTE EN DICIEMBRE DE 2010)
689,4593-13,2014-01-13,Corte Suprema,Corte Suprema,LEY N° 18.320
702,GR-01-00013-2013,2014-02-24,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Arica y Parinacota,ARTÍCULO 48 DEL CÓDIGO CIVIL Y ARTÍCULOS 63 Y 200 DEL CÓDIGO TRIBUTARIO
709,28213-2014,2015-03-23,Corte Suprema,Corte Suprema,CÓDIGO TRIBUTARIO – ARTÍCULO 97 N° 4
710,GR-17-00128-2014,2016-02-10,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,"ARTÍCULOS 59, 64 Y 200 DEL CÓDIGO TRIBUTARIO"
712,35-2012,2013-03-13,Corte de Apelaciones,Corte de Apelaciones de Concepción,Código Tributario – Artículo 64 – Artículo 21
717,41-2015,2015-03-24,Corte de Apelaciones,Corte de Apelaciones de Santiago,CÓDIGO TRIBUTARIO – ARTÍCULO 132 INCISO 11
720,GR-12-00011-2012,2012-10-31,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,"Código Tributario – Artículos 11, 21 y 63 – Ley sobre Impuesto a la Renta – Artículos 70 y 71"
724,DESCONOCIDO 4297,2015-08-17,Corte de Apelaciones,Corte de Apelaciones de Santiago,"ARTÍCULO 97 N° 4 INCISOS 1°, 2° Y 3° DEL CÓDIGO TRIBUTARIO"
726,23175-2014,2015-03-16,Corte Suprema,Corte Suprema,CÓDIGO DE PROCEDIMIENTO CIVIL – ARTÍCULO 772
727,6500-2015,2016-01-08,Corte de Apelaciones,Corte de Apelaciones de Santiago,ARTÍCULOS 131 Y 139 DEL CÓDIGO TRIBUTARIO
729,11877-2014,2015-01-29,Corte Suprema,Corte Suprema,"ARTÍCULO 59 INCISO 4 N° 2 DE LA LEY SOBRE IMPUESTO A LA RENTA- ARTÍCULOS 19 A 24 Y 1467 DEL CÓDIGO CIVIL- ARTÍCULOS 5, 6, 7, 19 N° 2, 3, 63 N° 14 Y 65 N° 1 DE LA CONSTITUCIÓN POLÍT"
733,2811-2015,2016-01-11,Corte Suprema,Corte Suprema,ARTÍCULO 31 DE LA LEY SOBRE IMPUESTO A LA RENTA
738,295-2015,2016-03-04,Corte de Apelaciones,Corte de Apelaciones de Santiago,ARTÍCULO 139 DEL CÓDIGO TRIBUTARIO
740,GR-08-00086-2014,2014-12-11,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,ARTÍCULO 21 DEL CÓDIGO TRIBUTARIO - ARTÍCULO 126 DEL CÓDIGO TRIBUTARIO – ARTÍCULO 200 DEL CÓDIGO TRIBUTARIO
742,802-2014,2014-08-04,Corte de Apelaciones,Corte de Apelaciones de Santiago,ARTÍCULO 97 N° 4 INCISO 1° Y 2° DEL CÓDIGO TRIBUTARIO
746,GR-04-00005-2012,2013-01-10,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Atacama,Código Tributario – Artículo 59 – Ley N° 18.320 – Artículo único
748,GR-04-00005-2011,2012-02-06,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Atacama,Ley sobre Impuesto a la Renta – Artículos 70 y 71 – Código Tributario – Artículo 132
749,AB-02-00010-2013,2014-02-28,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,ARTÍCULO 4° DE LA LEY N° 17.235 SOBRE IMPUESTO TERRITORIAL Y ARTÍCULO 149° DEL CÓDIGO TRIBUTARIO
750,DESCONOCIDO 3569,2013-03-06,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,Código Tributario – Artículos 88 y 97 N° 10 – Ley sobre Impuesto a las Ventas y Servicios – Artículos 52 y 55
755,16655-2014,2015-05-05,Corte Suprema,Corte Suprema,CÓDIGO TRIBUTARIO – ARTÍCULO 21
759,GS-14-00225-2013,2014-03-06,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Valparaíso,ARTÍCULOS 21 Y 97 N° 4º INCISO SEGUNDO DEL CÓDIGO TRIBUTARIO
762,28-2015,2016-02-16,Corte de Apelaciones,Corte de Apelaciones de Puerto Montt,ARTÍCULO 31 N° 9 INCISOS 3° AL 6° DE LA LEY SOBRE IMPUESTO A LA RENTA
770,GR-18-00077-2013,2015-03-17,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,CÓDIGO TRIBUTARIO – ARTÍCULO 36 BIS
775,GR-15-00093-2014,2015-06-30,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,ARTÍCULO 70 Y 71 DE LA LEY SOBRE IMPUESTO A LA RENTA
782,GR-11-00022-2015,2016-01-20,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,ARTÍCULOS 63 INCISO FINAL Y 200 INCISO 4° DEL CÓDIGO TRIBUTARIO
783,GR-11-00022-2012,2013-03-06,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,Código Tributario – Artículo 132 inciso 11 – Ley sobre Impuesto a la Renta – Artículo 31
784,GS-07-00041-2011,2012-03-09,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Código Tributario – Artículo 97 N° 4 incisos 1° y 2°
785,10322-2011,2012-05-23,Corte Suprema,Corte Suprema,Código Tributario – Artículo 97 N°s 8 y 9
786,6783-2011,2012-07-20,Corte Suprema,Corte Suprema,Código de Procedimiento Civil - Artículo 310
796,GR-18-00326-2013,2015-12-04,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,ARTÍCULOS 96 Y 97 DE LA LEY SOBRE IMPUESTO A LA RENTA– ARTÍCULO 11 INCISO 2° DE LA LEY 19.880
799,GS-07-00031-2012,2012-12-12,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Código Tributario – Artículo 97 N° 4 inciso 2°
800,GR-08-00079-2012,2013-06-07,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Ley sobre Impuesto a la Renta – Artículo 70
801,1098-11,2012-11-28,Corte Suprema,Corte Suprema,Ley 18.320
803,GR-08-00003-2012,2012-04-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Código Tributario – Artículos 21, 24, 25 y 201 – Ley sobre Impuesto a la Renta – Artículos 14, 21 y 54"
804,685-2012,2012-04-13,Corte Suprema,Corte Suprema,Código de Procedimiento Penal - Artículo 546 N° 7
807,4885-2010,2015-11-06,Corte de Apelaciones,Corte de Apelaciones de Santiago,ARTÍCULOS 200 Y 201 DEL CÓDIGO TRIBUTARIO - ARTÍCULO 8° DE LA CONVENCIÓN AMERICANA DE DERECHOS HUMANOS.
811,GR-15-00035-2013,2014-07-15,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,ARTÍCULO 31 N° 3 DE LA LEY SOBRE IMPUESTO A LA RENTA - ARTÍCULO 11 DE LA LEY N°19.880
812,7905-2013,2014-07-14,Corte Suprema,Corte Suprema,"ARTÍCULOS 20 N° 3 Y 4 DE LA LEY SOBRE IMPUESTO A LA RENTA – 1, 2 Y 8 LETRA G) DE LA LEY DE IMPUESTO A LAS VENTAS Y SERVICIOS – 3 DEL CÓDIGO DE COMERCIO – 21 DEL CÓDIGO TRIBUTARIO"
815,3364-2015,2016-03-22,Corte Suprema,Corte Suprema,Malicia- Artículo 200 del Código Tributario – Reinversión
827,GR-17-00082-2013,2014-11-24,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 59 N°2
828,202-2015,2016-01-29,Corte de Apelaciones,Corte de Apelaciones de Santiago,ARTÍCULO 33 N° 1 LETRA G) DE LA LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 53 DEL CÓDIGO TRIBUTARIO
837,263-2017,2017-11-08,Corte de Apelaciones,Corte de Apelaciones de Santiago,Gastos rechazados atribuibles al socio – Artículos 21 y 54 de la Ley sobre Impuesto a la Renta
847,GR-08-00036-2011,2012-03-26,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Ley sobre Impuesto a la Renta – Artículo 33 N° 1 letra e), Artículos 39 N° 4 letra g) y 97"
848,AB-02-00003-2012,2012-08-28,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,"Código Tributario – Artículos 11 y 150 – Ley N° 17.235, sobre Impuesto Territorial – Artículos 10, 12, 15, 17, 19 y 23"
857,AB-15-00106-2013,2014-02-07,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,ARTÍCULO 149 DEL CÓDIGO TRIBUTARIO
862,GR-13-00001-2014,2015-01-21,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Aysén del General Carlos Ibáñez del Campo,CÓDIGOTRIBUTARIO – ARTÍCULO 21
867,6345-2015,2016-04-25,Corte Suprema,Corte Suprema,Fundamentación del acto administrativo – Artículos 11 inciso 2° y 41 inciso 4° de Ley N° 19.880
878,139-2010,2012-10-29,Corte Suprema,Corte Suprema,Ley sobre Impuesto a la Renta – Artículo 70
880,6-2015,2015-10-05,Corte de Apelaciones,Corte de Apelaciones de Coyhaique,ARTÍCULO 21 DEL CÓDIGO TRIBUTARIO
883,10-05,2013-05-10,Corte de Apelaciones,Corte de Apelaciones de Valdivia,Código Tributario – Artículos 11 y 124 – Ley N° 17.235 – Artículo 10
885,ES-03-00001-2013,2013-04-23,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Antofagasta,Código Tributario – Artículo 97 N° 10
